childid	id	age	sex	relate	still	yrschool	disabled	care	support
ET120025	6	5	1	5	2	0	2	2	2
ET120026	1	43	1	1	2	 	2	1	1
ET120026	2	35	2	1	2	0	2	1	2
ET120026	3	14	1	5	1	4	2	2	2
ET120026	4	12	2	5	2	0	2	1	2
ET120026	5	7	1	5	2	 	2	2	2
ET120026	6	5	1	5	2	0	2	2	2
ET120027	1	38	1	1	2	0	2	1	1
ET120027	2	29	2	1	2	0	2	1	1
ET120027	3	6	2	5	2	0	2	1	2
ET120027	4	5	1	5	2	0	2	2	2
ET120027	15	2	1	5	 	 	2	 	 
ET120028	1	42	1	1	2	0	2	2	1
ET120028	2	30	2	1	2	0	2	2	1
ET120028	3	18	1	5	2	0	2	2	2
ET120028	4	15	1	5	1	0	2	2	2
ET120028	5	12	1	5	1	0	2	2	2
ET120028	6	8	1	5	1	0	2	2	2
ET120028	15	4	1	5	 	 	2	 	 
ET120029	1	38	2	3	2	0	2	2	2
ET120029	2	25	1	1	2	0	2	1	1
ET120029	3	20	2	1	2	0	2	1	1
ET120029	4	18	2	5	2	0	2	2	2
ET120029	5	15	2	5	2	0	1	1	2
ET120029	6	8	1	5	2	0	2	2	2
ET120030	1	46	1	1	2	4	2	1	1
ET120030	2	29	2	1	2	0	2	1	2
ET120030	3	5	2	5	2	0	2	2	2
ET120030	15	4	1	5	 	 	2	 	 
ET120031	1	30	1	1	2	0	2	1	1
ET120031	2	25	2	1	2	0	2	1	1
ET120031	3	6	1	5	2	0	2	2	2
ET120031	15	4	2	5	 	 	2	 	 
ET120032	1	40	1	1	2	0	2	1	1
ET120032	2	36	2	1	2	0	2	1	2
ET120032	3	16	2	5	1	7	2	1	2
ET120032	4	14	1	5	1	5	2	1	2
ET120032	5	10	1	5	1	6	2	1	2
ET120032	6	8	2	5	1	1	2	1	2
ET120032	7	6	1	5	2	0	2	1	2
ET120032	8	5	2	5	2	0	2	2	2
ET120032	15	3	1	5	 	 	2	 	 
ET120033	1	35	1	1	2	0	2	1	1
ET120033	2	25	2	1	2	0	2	1	1
ET120033	15	4	2	5	 	 	2	 	 
ET120033	16	3	2	5	 	 	2	 	 
ET120034	1	38	1	1	2	0	1	1	1
ET120034	2	29	2	1	2	0	1	1	1
ET120034	3	15	2	5	2	0	2	2	2
ET120034	4	12	2	5	1	3	2	2	2
ET120034	5	10	2	5	2	0	2	2	2
ET120034	6	7	1	5	2	0	2	2	2
ET120034	7	5	2	5	2	0	2	2	2
ET120034	8	50	2	3	2	0	2	2	2
ET120035	1	40	1	1	2	0	2	1	1
ET120035	2	24	2	1	2	0	2	1	2
ET120035	3	32	2	13	2	0	1	2	1
ET120035	4	18	1	5	2	0	2	2	2
ET120035	5	13	1	5	1	7	2	2	2
ET120035	6	10	1	5	2	0	2	2	2
ET120035	7	12	2	5	2	0	2	1	2
ET120035	8	9	2	5	2	0	2	2	2
ET120035	9	7	1	5	2	1	2	2	2
ET120035	15	3	1	5	 	 	2	 	 
ET120036	1	37	1	1	2	0	2	1	1
ET120036	2	22	2	1	2	0	2	1	2
ET120037	1	39	1	1	2	5	2	1	1
ET120037	2	25	2	1	2	0	2	1	1
ET120037	3	9	2	5	2	0	2	1	2
ET120037	4	7	2	5	2	0	2	1	2
ET120037	15	3	2	5	 	 	2	 	 
ET120038	1	35	1	1	2	0	2	1	1
ET120038	2	25	2	1	2	0	2	1	1
ET120039	1	50	1	1	2	0	2	1	1
ET120039	2	40	2	1	2	0	2	1	1
ET120039	3	16	2	5	2	0	2	1	1
ET120039	4	14	1	5	2	0	2	2	1
ET120039	5	12	1	5	2	0	2	2	2
ET120039	6	9	2	5	2	0	2	2	2
ET120039	7	7	2	5	2	0	2	2	2
ET120039	15	4	2	5	 	 	2	 	 
ET120040	1	30	1	1	2	0	2	2	1
ET120040	2	28	2	1	2	0	2	1	1
ET120040	15	3	1	5	 	 	2	 	 
ET120041	1	25	1	1	2	0	2	1	1
ET120041	2	20	2	1	2	0	2	1	2
ET120041	15	4	1	5	 	 	2	 	 
ET120042	1	40	1	1	2	0	2	1	1
ET120042	2	29	2	1	2	0	2	1	1
ET120042	3	18	1	5	2	0	2	2	2
ET120042	4	10	2	5	1	3	2	2	2
ET120042	5	9	1	5	1	5	2	2	2
ET120042	6	7	1	5	2	0	2	2	2
ET120042	15	4	2	5	 	 	2	 	 
ET120043	1	35	1	1	2	0	2	1	1
ET120043	2	28	2	1	2	0	2	1	1
ET120043	3	8	1	5	2	0	2	2	2
ET120043	15	4	2	5	 	 	2	 	 
ET120044	1	31	1	1	2	0	2	2	1
ET120044	2	28	2	1	2	0	2	1	1
ET120044	3	15	1	5	1	5	2	1	2
ET120044	4	12	2	5	1	2	2	1	2
ET120044	5	9	1	5	1	1	2	1	2
ET120045	1	45	1	1	2	0	2	2	1
ET120045	2	30	2	1	2	0	2	1	1
ET120045	3	10	2	5	2	0	2	1	2
ET120045	4	8	2	5	2	0	2	2	2
ET120045	5	6	1	5	2	0	2	2	2
ET120046	1	39	1	1	2	0	2	1	1
ET120046	2	30	2	1	2	0	2	1	1
ET120046	3	26	1	5	2	0	2	2	2
ET120046	4	15	1	5	2	0	2	2	2
ET120046	5	12	1	5	1	1	2	2	2
ET120046	6	10	2	5	2	0	2	2	2
ET120046	7	7	1	5	2	0	2	2	2
ET120047	1	33	1	1	2	0	2	1	1
ET120047	2	27	2	1	2	0	2	1	1
ET120047	3	10	2	5	2	0	2	2	2
ET120047	4	7	2	5	2	0	2	2	2
ET120047	5	5	2	5	2	0	2	2	2
ET120047	15	2	1	5	 	 	2	 	 
ET120048	1	38	1	1	2	0	1	1	1
ET120048	2	28	2	1	2	0	2	1	1
ET120048	3	7	1	5	2	0	2	2	2
ET120048	15	4	1	5	 	 	1	 	 
ET120049	1	38	1	1	2	0	2	1	1
ET120049	2	28	2	1	2	0	1	1	1
ET120049	3	20	1	5	2	0	2	2	2
ET120049	4	18	1	5	2	0	2	2	2
ET120049	5	15	2	5	2	0	2	1	2
ET120049	6	10	1	5	2	0	2	2	2
ET120050	1	32	1	1	2	0	2	2	1
ET120050	2	25	2	1	2	0	2	1	1
ET120050	3	5	2	5	2	0	2	2	2
ET120051	1	35	1	1	2	0	2	1	1
ET120051	2	28	2	1	2	0	2	1	1
ET120051	3	12	1	5	1	1	2	2	2
ET120051	4	8	2	5	1	0	2	2	2
ET120052	1	30	1	1	2	0	2	1	1
ET120052	2	25	2	1	2	0	2	1	2
ET120052	3	11	1	5	1	3	2	1	2
ET120052	4	7	1	5	1	0	2	2	2
ET120052	5	5	2	5	1	0	2	2	2
ET120053	1	35	1	1	2	0	2	1	1
ET120053	2	30	2	1	2	0	2	1	1
ET120053	3	16	2	5	1	0	2	1	2
ET120053	4	14	2	5	1	0	2	2	2
ET120053	5	12	1	5	2	0	2	2	1
ET120054	1	45	1	1	2	0	2	2	1
ET120054	2	28	2	1	2	0	2	1	1
ET120054	3	9	1	5	1	0	2	2	2
ET120054	4	6	2	5	2	0	2	2	2
ET120054	5	5	2	5	2	0	2	2	2
ET120055	1	35	1	1	2	0	2	1	1
ET120055	2	30	2	1	2	0	2	1	1
ET120055	3	10	1	5	1	0	2	1	2
ET120055	4	8	2	5	2	0	2	1	2
ET120055	15	4	1	5	 	 	2	 	 
ET120056	1	30	1	1	2	0	2	1	1
ET120056	2	26	2	1	2	0	2	1	1
ET120056	3	12	1	5	2	0	2	2	2
ET120056	4	10	1	5	1	2	2	1	2
ET120056	5	8	2	5	2	0	2	1	2
ET120056	15	4	2	5	 	 	2	 	 
ET120057	1	38	1	1	2	0	2	1	1
ET120057	2	30	2	1	2	0	2	1	1
ET120057	3	18	1	5	2	0	2	2	1
ET120057	4	15	2	5	2	0	2	1	1
ET120057	5	5	2	5	2	0	2	2	2
ET120057	15	3	1	5	 	 	2	 	 
ET120058	1	45	1	1	2	0	2	1	1
ET120058	2	32	2	1	2	0	2	1	1
ET120058	3	11	2	5	2	0	2	2	1
ET120058	4	8	1	5	2	0	2	2	2
ET120058	5	5	1	5	2	0	2	2	2
ET120058	15	3	1	5	 	 	2	 	 
ET120059	1	42	1	1	2	0	2	1	1
ET120059	2	35	2	1	2	0	2	1	1
ET120059	3	17	2	5	1	2	2	1	1
ET120059	4	14	2	5	1	3	2	1	1
ET120059	5	8	1	5	2	0	2	2	2
ET120060	1	40	1	1	2	0	2	1	1
ET120060	2	18	2	1	2	0	2	1	2
ET120061	1	55	1	1	2	0	2	1	1
ET120061	2	48	2	1	2	0	2	1	1
ET120061	3	22	1	5	2	0	2	2	1
ET120061	4	20	1	5	2	0	2	2	1
ET120061	5	18	1	5	1	1	2	2	2
ET120061	6	16	1	5	1	0	2	2	2
ET120061	7	14	1	5	2	0	2	2	2
ET120061	8	12	2	5	1	0	2	1	2
ET120061	9	10	1	5	2	0	2	1	2
ET120061	10	8	1	5	2	0	2	1	2
ET120062	1	52	1	1	2	0	2	1	2
ET120062	2	43	2	1	2	0	2	1	1
ET120062	3	23	1	5	2	0	2	2	1
ET120062	4	14	2	5	2	0	2	1	2
ET120062	5	11	2	5	1	2	2	2	2
ET120062	6	9	1	5	2	0	2	2	2
ET120062	7	7	2	5	2	0	2	2	2
ET120062	8	5	2	5	2	0	2	2	2
ET120062	15	3	1	5	 	 	2	 	 
ET120063	1	38	1	1	2	0	1	1	1
ET120063	2	29	2	1	2	0	2	1	1
ET120063	3	16	2	5	1	3	2	2	2
ET120063	4	14	1	5	1	3	2	2	2
ET120063	5	8	1	5	2	0	2	2	2
ET120063	6	5	2	5	2	0	2	2	2
ET120064	1	38	1	1	2	0	2	1	1
ET120064	2	31	2	1	2	7	2	1	1
ET120064	3	7	2	5	1	0	2	2	2
ET120064	15	4	2	5	 	 	2	 	 
ET120065	1	45	1	1	2	0	2	2	1
ET120065	2	35	2	1	2	0	2	1	1
ET120065	3	13	2	5	2	0	2	1	2
ET120065	4	9	2	5	2	0	2	2	2
ET120065	5	6	1	5	2	0	2	2	2
ET120066	1	29	1	1	2	0	2	1	1
ET120066	2	19	2	1	2	0	2	1	1
ET120066	15	2	1	5	 	 	2	 	 
ET120067	1	32	1	1	2	4	2	1	1
ET120067	2	23	2	1	2	1	2	1	1
ET120067	3	6	1	5	2	0	2	2	2
ET120067	15	4	1	5	 	 	2	 	 
ET120068	1	35	1	1	2	0	2	2	2
ET120068	2	25	2	1	2	5	2	1	1
ET120068	15	2	1	5	 	 	2	 	 
ET120069	1	35	1	1	2	0	2	1	1
ET120069	2	25	2	1	2	0	2	1	1
ET120069	3	9	2	5	2	0	2	2	2
ET120069	15	4	2	5	 	 	2	 	 
ET120070	1	34	1	1	2	5	2	1	1
ET120070	2	29	2	1	2	0	2	1	1
ET120070	3	8	2	5	1	0	2	1	2
ET120070	15	4	2	5	 	 	2	 	 
ET120071	1	30	1	1	2	0	2	1	1
ET120071	2	22	2	1	2	0	2	1	1
ET120071	3	20	2	4	2	0	2	1	2
ET120071	4	17	2	4	2	0	2	2	2
ET120071	5	15	2	4	1	0	2	2	2
ET120072	1	37	1	1	2	0	2	1	1
ET120072	2	27	2	1	2	0	2	1	1
ET120072	3	20	1	4	1	0	2	2	2
ET120072	15	4	1	5	 	 	2	 	 
ET120073	1	46	1	3	2	0	2	2	1
ET120073	2	42	2	3	2	0	2	2	1
ET120073	3	20	2	1	2	0	2	1	1
ET120073	4	9	2	4	2	0	2	2	2
ET120073	5	7	1	4	2	0	2	2	2
ET120074	1	28	1	1	2	0	2	2	1
ET120074	2	23	2	1	2	0	2	1	1
ET120074	3	6	1	5	2	0	2	2	2
ET120074	15	4	1	5	 	 	1	 	 
ET120075	1	35	1	1	2	0	2	2	1
ET120075	2	25	2	1	2	0	2	1	1
ET120075	3	8	1	5	2	0	2	2	2
ET120075	4	5	2	5	2	1	2	2	2
ET120075	15	3	2	5	 	 	2	 	 
ET120076	1	39	1	1	2	0	2	1	1
ET120076	2	25	2	1	2	0	2	1	1
ET120076	3	7	1	5	2	0	2	2	2
ET120077	1	39	1	1	2	0	2	1	1
ET120077	2	31	2	1	2	0	2	1	1
ET120077	3	25	1	5	2	0	2	2	2
ET120077	4	16	2	5	2	0	2	2	2
ET120077	5	13	2	5	2	0	2	2	2
ET120077	6	11	1	5	1	0	2	2	2
ET120077	7	8	2	5	2	0	2	2	2
ET120077	15	4	1	5	 	 	2	 	 
ET120078	1	28	1	1	2	0	2	1	1
ET120078	2	23	2	1	2	0	2	1	1
ET120079	1	40	1	1	2	0	2	1	1
ET120079	2	35	2	1	2	0	2	1	1
ET120079	3	18	1	5	2	0	2	2	1
ET120079	4	12	2	5	2	0	2	2	2
ET120079	5	8	2	5	2	0	2	2	2
ET120079	6	5	2	5	2	0	2	2	2
ET120080	1	70	2	3	2	0	2	1	2
ET120080	2	40	1	1	2	0	2	1	1
ET120080	3	25	2	1	2	0	2	1	2
ET120080	4	8	1	6	1	0	2	2	2
ET120081	1	50	1	1	2	0	2	1	1
ET120081	2	30	2	1	2	0	2	1	1
ET120081	3	7	1	5	2	0	2	2	2
ET120081	15	4	1	5	 	 	2	 	 
ET120082	1	30	1	1	2	3	2	1	1
ET120082	2	23	2	1	2	0	2	1	1
ET120082	3	6	1	5	2	0	2	2	2
ET120083	1	44	1	1	2	3	2	1	1
ET120083	2	35	2	1	2	0	2	1	1
ET120083	3	12	1	5	1	1	2	2	2
ET120083	4	9	1	5	1	1	2	2	2
ET120083	5	7	1	5	2	0	2	2	2
ET120083	15	4	2	5	 	 	2	 	 
ET120084	1	42	1	1	2	0	2	2	1
ET120084	2	30	2	1	2	0	2	1	1
ET120084	3	6	2	5	2	0	2	2	2
ET120084	15	4	1	5	 	 	2	 	 
ET120085	1	36	1	1	2	0	2	2	1
ET120085	2	30	2	1	2	0	2	1	1
ET120085	3	7	2	5	2	0	2	2	2
ET120085	4	5	1	5	2	0	2	2	2
ET120086	1	68	2	3	2	0	2	2	2
ET120086	2	42	1	1	2	0	2	2	1
ET120086	3	36	2	1	2	0	2	1	1
ET120086	4	16	1	5	2	0	1	2	2
ET120086	5	14	1	5	2	0	2	2	2
ET120086	6	10	1	5	2	0	2	2	2
ET120087	1	45	1	1	2	0	2	2	1
ET120087	2	34	2	1	2	0	2	1	1
ET120087	3	10	1	5	2	0	2	2	2
ET120087	4	6	1	5	2	0	2	2	2
ET120088	1	35	1	1	2	0	2	2	1
ET120088	2	32	2	1	2	0	2	1	1
ET120088	3	10	1	5	2	0	2	2	2
ET120089	1	40	1	1	2	0	2	1	1
ET120089	2	22	2	1	2	0	2	1	1
ET120089	3	11	1	5	2	0	2	2	2
ET120090	1	55	1	1	2	0	2	1	1
ET120090	2	30	2	1	2	0	1	1	1
ET120090	3	8	2	5	2	0	2	1	2
ET120090	4	5	1	5	2	0	2	1	2
ET120091	1	56	2	3	2	0	2	2	1
ET120091	2	36	1	1	2	0	2	2	2
ET120091	3	29	2	1	2	0	2	1	1
ET120091	4	8	1	5	2	0	2	2	2
ET120091	5	6	1	5	2	0	2	2	2
ET120091	15	4	1	5	 	 	2	 	 
ET120092	1	45	1	1	2	0	2	2	1
ET120092	2	21	2	1	2	0	2	1	1
ET120092	15	3	1	5	 	 	2	 	 
ET120093	1	45	1	1	2	0	2	2	1
ET120093	2	40	2	1	2	0	2	1	1
ET120093	3	20	2	5	2	0	2	2	1
ET120093	4	18	1	5	2	0	2	2	1
ET120093	5	12	1	5	2	0	2	2	2
ET120093	15	3	2	5	 	 	2	 	 
ET120094	1	70	2	3	2	0	2	1	1
ET120094	2	36	1	1	2	0	2	1	2
ET120094	3	25	2	1	2	0	2	1	2
ET120094	4	8	1	5	2	0	2	2	2
ET120095	1	60	1	3	2	0	2	1	2
ET120095	2	29	1	1	2	0	2	1	1
ET120095	3	26	2	1	2	0	2	1	1
ET120095	15	4	2	5	 	 	2	 	 
ET120096	1	40	1	1	2	0	2	1	1
ET120096	2	31	2	1	2	0	2	1	2
ET120096	3	14	1	5	1	3	2	2	2
ET120096	4	12	2	5	2	0	2	2	2
ET120096	5	6	1	5	1	1	2	2	2
ET120096	6	5	2	5	2	0	2	2	2
ET120096	15	3	1	5	 	 	2	 	 
ET120097	1	35	1	1	2	0	2	2	1
ET120097	2	25	2	1	2	0	2	2	1
ET120097	3	10	1	5	2	0	2	2	2
ET120097	4	8	2	5	2	0	2	2	2
ET120097	15	4	1	5	 	 	2	 	 
ET120098	1	30	1	1	2	0	2	1	1
ET120098	2	24	2	1	2	0	2	1	1
ET120098	3	8	1	5	2	0	2	1	2
ET120098	4	6	2	5	2	0	2	1	2
ET120098	15	4	2	5	 	 	2	 	 
ET120099	1	44	1	1	2	0	2	1	1
ET120099	2	36	2	1	2	0	2	1	1
ET120099	3	14	1	5	1	3	2	2	2
ET120099	4	12	2	5	1	4	2	1	1
ET120099	5	8	1	5	1	2	2	2	2
ET120099	6	6	2	5	2	0	2	2	2
ET120100	1	37	1	1	2	0	1	1	1
ET120100	2	29	2	1	2	0	2	1	2
ET120100	3	13	2	5	1	1	2	2	2
ET120100	4	10	1	5	1	3	2	2	2
ET120100	5	8	2	5	2	0	2	2	2
ET120100	6	6	2	5	2	0	2	2	2
ET130001	1	39	1	1	1	5	2	2	1
ET130001	2	24	2	1	1	7	2	1	2
ET130001	3	6	2	5	2	0	2	2	2
ET130002	1	40	1	3	2	0	2	2	1
ET130002	2	32	2	3	2	0	2	2	1
ET130002	3	22	2	1	1	3	2	1	2
ET130002	4	11	1	4	1	2	2	2	2
ET130002	5	10	1	4	1	4	2	2	2
ET130002	6	8	2	4	1	1	2	2	2
ET130003	1	60	1	1	2	0	2	2	2
ET130003	2	50	2	1	2	0	2	1	1
ET130003	3	30	2	5	2	0	2	2	2
ET130003	4	25	1	5	1	4	2	2	2
ET130003	5	20	1	5	2	0	1	2	2
ET130003	6	20	2	5	2	0	2	2	2
ET130003	7	17	1	5	1	6	2	2	2
ET130003	8	15	2	5	2	0	2	2	2
ET130003	9	13	2	5	1	5	2	2	2
ET130003	10	10	2	5	2	0	2	2	2
ET130003	11	8	1	5	1	1	2	2	2
ET130003	15	4	1	5	 	 	2	 	 
ET130004	1	28	1	1	2	7	2	1	1
ET130004	2	25	2	1	2	5	2	1	1
ET130004	3	7	1	5	1	1	2	1	2
ET130004	4	6	2	5	2	0	2	2	2
ET130004	5	5	1	5	2	0	2	2	2
ET130005	1	28	1	1	2	12	2	2	1
ET130005	2	21	2	1	2	8	2	2	1
ET130005	3	7	1	5	1	1	2	2	2
ET130005	4	5	1	5	2	0	2	2	2
ET130006	1	40	2	1	2	0	2	1	1
ET130006	2	15	1	5	1	6	2	2	2
ET130006	3	8	2	5	1	1	2	2	2
ET130006	4	7	1	5	2	1	2	2	2
ET130006	5	6	1	5	2	0	2	2	2
ET130006	15	3	1	5	 	 	2	 	 
ET130007	1	25	1	1	2	12	2	1	1
ET130007	2	23	2	1	2	12	2	1	1
ET130007	15	2	1	5	 	 	2	 	 
ET130008	1	25	2	1	2	0	2	1	1
ET130008	2	10	1	5	1	1	2	2	2
ET130008	3	8	2	5	2	0	2	2	2
ET130008	4	6	1	5	2	0	2	2	2
ET130009	1	30	1	1	2	7	2	1	1
ET130009	2	22	2	1	2	0	2	1	2
ET130010	1	31	1	1	2	8	2	1	1
ET130010	2	26	2	1	2	0	2	1	1
ET130010	15	4	1	5	 	 	2	 	 
ET130011	1	50	1	3	2	0	2	1	1
ET130011	2	36	2	3	2	0	2	1	1
ET130011	3	24	1	1	2	9	2	1	1
ET130011	4	18	2	1	1	0	2	1	1
ET130011	5	14	2	4	1	7	2	1	2
ET130011	6	12	2	4	1	6	2	1	2
ET130011	7	9	2	4	1	3	2	1	2
ET130011	15	2	1	5	 	 	2	 	 
ET130012	1	27	1	1	1	4	1	2	1
ET130012	2	25	2	1	1	3	1	1	2
ET130012	3	17	2	5	1	1	1	2	2
ET130012	4	16	1	5	1	5	1	2	2
ET130012	5	13	2	5	2	0	1	2	2
ET130012	6	10	1	5	2	0	1	2	2
ET130012	7	8	1	5	2	0	1	2	2
ET130012	15	2	1	5	 	 	1	 	 
ET130013	1	28	1	1	1	5	2	2	1
ET130013	2	22	2	1	2	0	2	1	1
ET130013	3	6	2	5	2	0	2	2	2
ET130013	15	3	2	5	 	 	2	 	 
ET130014	1	28	1	1	1	9	2	1	1
ET130014	2	25	2	1	2	6	2	1	1
ET130014	3	9	2	5	1	2	2	1	2
ET130014	4	8	2	5	1	1	2	1	2
ET130014	15	3	1	5	 	 	2	 	 
ET130015	1	40	1	1	2	0	2	2	2
ET130015	2	35	2	1	2	0	2	1	1
ET130015	3	13	2	5	1	5	2	1	2
ET130015	4	10	2	5	1	2	2	1	2
ET130015	5	9	2	5	2	0	2	1	2
ET130015	6	6	1	5	2	0	2	1	2
ET130016	1	40	1	1	2	12	2	2	1
ET130016	2	25	2	1	2	5	2	1	1
ET130016	15	4	1	5	 	 	2	 	 
ET130017	1	32	1	1	2	6	2	2	1
ET130017	2	25	2	1	2	1	2	2	1
ET130017	3	10	1	5	1	2	2	2	2
ET130017	4	7	2	5	1	1	2	2	2
ET130017	5	6	1	5	2	0	2	2	2
ET130017	15	3	1	5	 	 	2	 	 
ET130018	1	30	2	1	2	0	2	2	1
ET130018	2	12	1	5	2	0	2	2	2
ET130018	3	10	2	5	1	4	2	2	2
ET130018	4	8	1	5	1	1	2	2	2
ET130018	5	7	2	5	1	1	2	2	2
ET130018	15	4	1	5	 	 	2	 	 
ET130019	1	37	1	1	1	12	2	2	1
ET130019	2	31	2	1	1	8	2	1	1
ET130019	3	13	1	5	1	7	2	2	2
ET130019	4	9	1	5	1	3	2	2	2
ET130019	5	8	2	4	2	0	2	2	2
ET130019	6	7	1	5	2	0	2	2	2
ET130019	15	4	1	5	 	 	2	 	 
ET130020	1	30	1	1	2	8	1	1	1
ET130020	2	25	2	1	2	0	1	1	1
ET130020	3	10	1	5	2	0	2	2	2
ET130020	4	6	1	5	2	0	2	2	2
ET130020	15	4	2	5	 	 	1	 	 
ET130021	1	35	2	1	2	0	1	1	1
ET130021	2	20	2	5	1	10	1	1	2
ET130021	3	17	1	5	1	7	1	1	2
ET130021	4	16	1	5	1	6	1	1	2
ET130021	5	15	2	5	1	3	1	1	2
ET130021	6	12	1	5	1	3	1	1	2
ET130021	7	14	2	5	1	6	2	2	2
ET130021	8	10	2	5	1	4	2	2	2
ET130022	1	45	1	1	2	9	2	1	1
ET130022	2	34	2	1	2	5	2	1	1
ET130022	3	14	2	5	1	5	2	1	2
ET130022	4	12	1	5	1	4	2	1	2
ET130022	5	9	1	4	1	2	2	1	2
ET130022	6	6	1	5	1	1	2	2	2
ET130022	15	3	2	5	 	 	2	 	 
ET130023	1	42	1	1	2	14	1	2	1
ET130023	2	32	2	1	2	10	1	1	1
ET130023	3	20	1	5	1	10	1	2	2
ET130023	4	18	1	5	2	5	1	2	2
ET130023	15	3	1	5	 	 	2	 	 
ET130024	1	40	1	1	2	6	2	2	1
ET130024	2	30	2	1	2	0	2	1	2
ET130024	3	18	1	5	2	0	1	2	2
ET130024	4	15	1	5	1	7	2	2	2
ET130024	5	14	1	5	1	5	2	2	2
ET130024	6	12	1	5	1	3	2	2	2
ET130024	7	9	2	5	1	2	2	2	2
ET130024	8	7	1	5	2	0	2	2	2
ET130024	9	6	2	5	 	 	 	 	 
ET130024	15	4	2	5	 	 	2	 	 
ET130025	1	27	1	1	2	4	2	1	1
ET130025	2	18	2	1	2	0	2	1	1
ET130025	3	10	1	4	1	1	2	1	2
ET130025	15	3	1	5	 	 	2	 	 
ET130026	1	40	1	1	2	10	2	1	1
ET130026	2	23	2	1	2	0	2	1	1
ET130026	3	7	2	5	1	1	2	1	2
ET130027	1	27	1	1	2	4	2	2	1
ET130027	2	22	2	1	2	4	2	1	2
ET130027	15	3	1	5	 	 	2	 	 
ET130028	1	35	1	1	2	7	2	1	1
ET130028	2	28	2	1	2	6	2	1	1
ET130028	3	7	1	5	1	0	2	2	2
ET130028	4	5	2	5	1	0	2	2	2
ET130028	5	11	2	5	2	0	2	1	2
ET130029	1	31	1	1	2	0	2	1	1
ET130029	2	28	2	1	2	0	2	1	2
ET130029	3	10	2	5	2	0	2	2	2
ET130029	15	3	1	5	 	 	2	 	 
ET130030	1	53	1	1	2	0	2	2	1
ET130030	2	35	2	1	2	0	2	1	2
ET130030	3	15	2	5	2	0	2	2	2
ET130030	4	7	2	5	2	0	2	2	2
ET130030	5	5	1	5	2	0	2	2	2
ET130031	1	45	1	1	2	7	2	1	1
ET130031	2	39	2	1	2	5	2	1	1
ET130031	3	25	1	4	2	7	2	2	2
ET130031	4	23	1	6	2	0	2	2	2
ET130031	5	22	1	4	2	8	2	2	2
ET130031	6	22	1	4	1	10	2	2	2
ET130031	7	20	2	4	1	8	2	2	2
ET130031	8	16	2	5	1	10	2	2	2
ET130031	9	15	1	5	1	9	2	2	2
ET130031	10	12	2	5	1	7	2	2	2
ET130031	11	11	2	5	1	5	2	2	2
ET130031	12	10	2	5	1	4	2	2	2
ET130031	13	8	2	5	1	1	2	2	2
ET130031	14	6	1	5	1	1	2	2	2
ET130031	15	4	1	5	 	 	2	 	 
ET130032	1	32	1	1	2	0	2	1	1
ET130032	2	25	2	1	2	0	2	1	1
ET130032	3	17	2	5	1	3	2	2	2
ET130032	4	15	2	5	1	4	2	2	2
ET130032	5	12	2	5	1	2	2	2	2
ET130032	6	10	2	5	2	0	1	2	2
ET130032	7	7	1	5	1	1	2	2	2
ET130032	8	5	2	5	2	0	2	2	2
ET130032	15	3	1	5	 	 	2	 	 
ET130033	1	32	1	1	2	12	2	1	1
ET130033	2	19	2	1	2	4	2	1	1
ET130033	3	16	2	12	1	7	2	2	2
ET130034	1	70	2	3	2	0	1	2	2
ET130034	2	35	1	1	2	2	2	1	1
ET130034	3	30	2	1	2	3	2	1	1
ET130034	4	12	1	5	1	2	2	2	2
ET130034	5	9	2	5	1	1	2	2	2
ET130034	6	6	1	5	1	1	2	2	2
ET130034	15	4	1	5	 	 	2	 	 
ET130035	1	30	1	1	2	11	2	2	1
ET130035	2	20	2	1	2	8	2	1	2
ET130035	15	3	2	5	 	 	2	 	 
ET130036	1	35	1	1	2	0	1	2	1
ET130036	2	29	2	1	2	0	1	1	1
ET130036	3	7	1	5	1	2	2	2	2
ET130036	4	5	2	5	1	1	2	2	2
ET130036	15	3	2	5	 	 	2	 	 
ET130037	1	35	1	1	2	10	1	2	1
ET130037	2	28	2	1	2	10	2	1	2
ET130037	3	9	2	5	1	1	2	2	2
ET130037	4	8	2	5	1	1	2	2	2
ET130037	5	5	2	5	2	0	2	2	2
ET130037	15	3	1	5	 	 	1	 	 
ET130037	16	4	1	5	 	 	1	 	 
ET130038	1	30	1	1	2	10	1	2	1
ET130038	2	20	2	1	2	3	1	1	1
ET130039	1	54	1	1	2	0	2	2	1
ET130039	2	37	2	1	2	0	2	1	2
ET130039	3	10	1	5	2	0	2	2	2
ET130039	4	6	2	5	2	0	2	2	2
ET130040	1	40	2	3	2	0	2	2	2
ET130040	2	25	1	1	2	 	2	1	1
ET130040	3	20	2	1	1	3	2	1	1
ET130040	4	18	2	4	2	 	2	2	2
ET130040	5	16	2	4	1	2	2	2	2
ET130041	1	30	1	1	2	1	1	1	1
ET130041	2	25	2	1	2	0	2	1	1
ET130041	3	7	1	5	2	0	2	2	2
ET130041	4	5	2	5	2	0	2	2	2
ET130041	15	3	2	5	 	 	2	 	 
ET130042	1	32	1	1	2	4	2	2	1
ET130042	2	28	2	1	2	0	2	1	2
ET130042	3	16	1	5	2	6	1	2	2
ET130042	4	13	1	5	1	8	2	2	2
ET130042	5	11	2	5	1	4	2	2	2
ET130042	6	8	2	5	2	0	1	2	2
ET130042	7	7	1	5	2	0	2	2	2
ET130042	8	6	2	5	2	0	2	2	2
