CHILDCODE	MEMIDR4	AGER3	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER3	RELATER4	THSVILR4	LIVHSER4	YRDIEDR4	CHCSTER3	CHCSTER4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	AGEGRDR4	TYPATDR4	MEMCNSR4
11042	1	66	67	 	1	6	6	 	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11042	2	62	66	 	2	6	6	 	1	 	 	24	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11042	3	37	41	 	1	1	1	 	1	 	 	24	1	1	0	2	98	1	5	0	0	 	 	 	 	 	 	N
11042	4	32	36	 	2	1	1	 	1	 	 	24	2	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
11042	5	13	17	 	2	7	7	 	1	 	 	24	3	0	0	4	3	 	 	 	 	1	12	1	 	 	1	N
11043	0	14	18	 	1	0	0	1	1	 	24	24	3	0	0	6	3	1	12	1	1	 	 	 	 	 	 	N
11043	1	 	70	 	1	6	6	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11043	2	57	61	 	2	6	6	 	1	 	 	24	6	3	0	98	98	1	5	1	0	 	 	 	 	 	 	N
11043	3	42	46	 	1	1	1	 	1	 	 	24	1	1	0	2	98	1	13	0	0	 	 	 	 	 	 	N
11043	4	39	43	 	1	13	13	 	1	 	 	24	11	1	0	2	98	1	15	1	0	 	 	 	 	 	 	N
11043	5	37	41	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11043	6	35	39	 	2	1	1	 	1	 	 	24	2	1	0	98	98	1	15	1	0	 	 	 	 	 	 	N
11043	7	34	38	 	2	13	13	 	1	 	 	24	7	1	0	98	98	1	15	0	0	 	 	 	 	 	 	N
11043	8	34	38	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11043	10	6	10	 	1	14	14	 	1	 	 	24	7	0	0	7	4	 	 	 	 	1	5	1	 	 	1	N
11043	28	9	13	 	1	7	7	 	1	 	 	24	3	0	0	6	3	 	 	 	 	1	7	1	 	 	1	N
11044	0	15	19	 	2	0	0	0	1	 	21	21	4	1	0	98	98	1	8	1	0	 	 	 	 	 	 	N
11044	1	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11044	2	32	36	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11044	3	13	17	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11044	4	 	24	 	1	 	25	 	1	 	 	21	3	1	0	7	6	0	 	 	 	 	 	 	 	 	 	N
11044	5	 	1	 	1	 	27	 	1	 	 	21	5	0	0	0	4	 	 	 	 	 	 	 	 	 	 	N
11044	6	 	55	 	1	 	13	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11044	7	 	47	 	2	 	13	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11045	0	14	18	 	1	0	0	1	1	 	21	21	5	0	0	98	98	1	10	1	0	 	 	 	 	 	 	N
11045	1	47	51	 	2	6	6	 	1	 	 	21	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11045	2	32	36	 	1	1	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11045	3	35	39	 	2	1	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11045	4	13	17	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11046	0	14	18	 	1	0	0	0	1	 	23	23	3	0	0	3	2	1	12	1	4	 	 	 	 	 	 	N
11046	1	67	71	 	1	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11046	2	37	41	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11046	3	31	35	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11046	4	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11046	28	10	14	 	1	14	14	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11047	0	15	19	 	2	0	0	1	1	 	23	23	3	0	0	3	2	1	12	1	1	 	 	 	 	 	 	N
11047	1	77	81	 	2	5	5	 	1	 	 	23	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11047	2	37	41	 	1	1	1	 	1	 	 	23	1	1	0	1	98	1	9	0	0	 	 	 	 	 	 	N
11047	3	32	36	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	4	0	0	 	 	 	 	 	 	N
11047	4	12	16	 	2	7	7	 	1	 	 	23	3	0	0	98	98	 	 	 	 	1	9	0	12	15	 	N
11048	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	12	1	0	 	 	 	 	 	 	N
11048	1	36	40	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11048	2	31	35	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11048	3	14	18	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11048	4	 	46	 	1	 	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11048	5	 	42	 	2	 	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11048	6	 	23	 	1	 	25	 	1	 	 	23	3	1	0	5	4	1	9	0	0	 	 	 	 	 	 	N
11049	0	15	19	 	2	0	0	1	1	 	23	23	3	0	0	4	2	1	12	0	1	 	 	 	 	 	 	N
11049	1	57	61	 	2	6	6	 	1	 	 	23	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
11049	2	45	49	 	1	1	1	 	1	 	 	23	1	1	0	1	98	1	12	0	0	 	 	 	 	 	 	N
11049	3	39	43	 	2	13	13	 	1	 	 	23	11	0	1	1	98	0	 	 	 	 	 	 	 	 	 	N
11049	4	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
11049	5	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11049	6	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11050	0	15	19	 	2	0	0	1	1	 	23	23	5	0	0	98	98	1	10	1	0	 	 	 	 	 	 	N
11050	1	57	61	 	1	5	5	 	1	 	 	23	1	1	1	98	98	1	1	0	0	 	 	 	 	 	 	N
11050	2	47	51	 	2	5	5	 	1	 	 	23	2	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
11050	3	34	38	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11050	4	29	33	 	1	13	13	 	1	 	 	23	3	1	0	2	1	1	10	1	0	 	 	 	 	 	 	N
11050	5	27	31	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
11050	6	26	30	 	1	13	13	 	1	 	 	23	3	0	0	2	1	1	7	0	0	 	 	 	 	 	 	N
11050	7	 	28	 	2	 	13	 	1	 	 	23	4	1	0	98	98	1	15	0	0	 	 	 	 	 	 	N
21001	0	15	19	 	2	0	0	1	1	 	22	22	3	0	0	2	1	1	10	1	0	 	 	 	 	 	 	N
21001	1	42	46	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21001	2	37	41	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21001	3	18	22	 	2	7	7	 	1	 	 	22	3	0	0	2	1	1	15	1	0	 	 	 	 	 	 	N
21001	4	13	17	 	1	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	15	1	 	 	3	N
21002	0	14	18	 	2	0	0	1	1	 	22	22	3	5	0	1	98	1	10	1	0	 	 	 	 	 	 	N
21002	1	39	43	 	2	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21002	2	18	22	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21003	0	14	18	 	1	0	0	1	1	 	22	22	3	0	0	2	98	1	3	0	0	 	 	 	 	 	 	N
21003	1	42	46	 	1	1	1	 	3	2007	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21003	2	39	43	 	2	1	1	 	1	 	 	22	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21003	3	17	21	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21003	4	16	20	 	2	7	7	 	1	 	 	22	3	0	0	2	98	1	5	0	0	 	 	 	 	 	 	N
21004	0	14	18	 	1	0	0	1	1	 	22	22	3	0	0	2	1	1	8	0	0	 	 	 	 	 	 	N
21004	1	37	41	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21004	2	32	36	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21005	0	15	19	 	2	0	0	0	1	 	22	22	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
21005	1	35	39	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21005	2	32	36	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21005	3	19	23	 	1	7	7	 	1	 	 	22	3	0	0	2	1	1	11	0	0	 	 	 	 	 	 	N
21006	0	14	18	 	1	0	0	1	1	 	22	22	3	0	0	2	1	1	11	1	1	 	 	 	 	 	 	N
21006	1	49	53	 	1	2	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21006	2	41	45	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21006	3	23	27	 	1	7	7	 	1	 	 	22	3	0	0	2	1	1	14	0	0	 	 	 	 	 	 	N
21006	4	21	25	 	1	7	7	 	1	 	 	22	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
21006	5	4	8	 	2	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	3	1	 	 	3	N
21007	0	15	19	 	2	0	0	1	1	 	22	22	3	0	0	1	98	1	12	1	0	 	 	 	 	 	 	N
21007	1	49	53	 	2	1	1	 	1	 	 	22	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21007	2	28	32	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21007	3	24	28	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21007	4	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21008	0	14	18	 	2	0	0	0	1	 	22	22	3	0	0	3	2	1	11	1	1	 	 	 	 	 	 	N
21008	1	47	51	 	2	13	13	 	1	 	 	22	11	0	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21008	2	42	46	 	1	1	1	 	1	 	 	22	1	1	0	98	98	1	16	0	0	 	 	 	 	 	 	N
21008	3	32	36	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
21008	4	12	16	 	2	7	7	 	1	 	 	22	3	0	0	3	2	 	 	 	 	1	10	1	 	 	3	N
21008	5	9	13	 	1	7	7	 	1	 	 	22	3	0	0	3	2	 	 	 	 	1	7	1	 	 	3	N
21009	0	14	18	 	1	0	0	1	1	 	22	22	3	0	0	2	98	1	10	1	0	 	 	 	 	 	 	N
21009	1	57	61	 	1	1	1	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21009	2	55	59	 	2	1	1	 	1	 	 	22	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21009	3	 	31	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21009	4	24	28	 	1	7	7	 	1	 	 	22	3	0	0	2	98	0	 	 	 	 	 	 	 	 	 	N
21009	5	21	25	 	2	7	7	 	1	 	 	22	3	0	0	2	98	1	5	0	0	 	 	 	 	 	 	N
21010	0	14	18	 	2	0	0	1	1	 	22	22	5	0	0	98	98	1	12	1	0	 	 	 	 	 	 	N
21010	1	57	61	 	1	5	5	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21010	2	 	36	 	2	1	1	 	3	1997	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21010	3	47	51	 	2	5	5	 	1	 	 	22	2	1	0	98	98	1	1	0	0	 	 	 	 	 	 	N
21011	0	15	19	 	2	0	0	1	1	 	22	22	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
21011	1	35	39	 	1	1	1	 	1	 	 	22	1	1	0	98	98	1	15	0	0	 	 	 	 	 	 	N
21011	2	32	36	 	2	1	1	 	1	 	 	22	2	1	0	4	98	1	10	0	0	 	 	 	 	 	 	N
21011	3	14	18	 	2	7	7	 	1	 	 	22	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
21011	4	53	57	 	2	5	5	 	1	 	 	22	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21011	5	 	60	 	1	 	5	 	1	 	 	22	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21012	0	15	19	 	2	0	0	1	1	 	24	24	3	0	0	2	1	1	9	0	0	 	 	 	 	 	 	N
21012	1	52	56	 	1	1	1	 	1	 	 	24	1	1	0	98	98	1	3	0	0	 	 	 	 	 	 	N
21012	2	37	41	 	2	1	1	 	1	 	 	24	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21013	0	15	19	 	2	0	0	1	1	 	23	23	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
21013	1	39	43	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21013	2	35	39	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	4	0	0	 	 	 	 	 	 	N
21013	3	19	23	 	1	7	7	 	1	 	 	23	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	N
21013	4	17	21	 	1	7	7	 	1	 	 	23	3	0	0	2	1	1	14	1	0	 	 	 	 	 	 	N
21014	0	15	19	 	1	0	0	1	1	 	23	23	5	0	0	98	98	1	8	1	0	 	 	 	 	 	 	N
21014	1	57	61	 	1	6	6	 	3	2008	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	2	47	51	 	2	5	5	 	1	 	 	23	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	N
21014	3	32	36	 	2	1	1	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21014	28	11	15	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	5	0	10	11	 	N
21015	0	15	19	 	1	0	0	1	1	 	22	22	3	0	0	2	1	1	7	0	0	 	 	 	 	 	 	N
21015	1	32	36	 	1	1	1	 	1	 	 	22	1	1	0	98	98	1	2	0	0	 	 	 	 	 	 	N
21015	2	29	33	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
21015	28	11	15	 	1	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	8	1	 	 	3	N
21016	0	15	19	 	1	0	0	1	1	 	22	22	3	0	0	3	2	1	9	0	0	 	 	 	 	 	 	N
21016	1	62	66	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21016	2	33	37	 	1	1	1	 	1	 	 	22	1	1	0	98	98	1	3	0	0	 	 	 	 	 	 	N
21016	3	31	35	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21016	4	17	21	 	1	7	7	 	1	 	 	22	3	0	0	3	2	1	5	0	0	 	 	 	 	 	 	N
21016	5	13	17	 	1	7	7	 	1	 	 	22	3	0	0	3	2	 	 	 	 	1	5	0	10	11	 	N
21017	0	15	19	 	1	0	0	1	1	 	22	22	3	0	0	4	3	1	6	0	0	 	 	 	 	 	 	N
21017	1	67	71	 	1	6	6	 	1	 	 	22	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21017	2	61	65	 	2	5	5	 	1	 	 	22	6	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21017	3	42	46	 	1	1	1	 	1	 	 	22	1	1	0	2	1	1	4	0	0	 	 	 	 	 	 	N
21017	4	39	43	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	3	0	0	 	 	 	 	 	 	N
21017	5	16	20	 	2	7	7	 	1	 	 	22	3	4	0	4	3	1	6	0	0	 	 	 	 	 	 	N
21017	28	11	15	 	2	7	7	 	1	 	 	22	3	0	0	4	3	 	 	 	 	1	10	1	 	 	8	N
21018	0	15	19	 	2	0	0	1	1	 	22	22	3	0	0	2	98	1	12	0	0	 	 	 	 	 	 	N
21018	1	 	65	 	1	1	1	 	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21018	2	55	59	 	2	1	1	 	1	 	 	22	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21019	0	15	19	 	2	0	0	0	1	 	21	21	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	N
21019	1	42	46	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21019	2	37	41	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21019	3	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21019	28	11	15	 	2	7	7	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	9	1	 	 	3	N
21020	0	15	19	 	2	0	0	0	1	 	21	21	3	1	0	2	1	1	12	0	0	 	 	 	 	 	 	N
21020	1	36	40	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21020	2	32	36	 	2	1	1	 	1	 	 	21	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
21020	3	12	16	 	1	7	7	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	11	1	 	 	2	N
21021	0	15	19	 	1	0	0	1	1	 	21	21	3	0	0	2	98	1	13	1	0	 	 	 	 	 	 	N
21021	1	42	46	 	1	1	1	 	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21021	2	35	39	 	2	1	1	 	1	 	 	21	1	3	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21021	3	19	23	 	1	7	7	 	1	 	 	21	3	0	0	2	98	1	14	1	1	 	 	 	 	 	 	N
21021	4	17	21	 	1	7	7	 	1	 	 	21	3	0	0	2	98	1	10	0	0	 	 	 	 	 	 	N
21022	0	15	19	 	2	0	0	1	1	 	21	21	3	0	0	2	1	1	11	0	0	 	 	 	 	 	 	N
21022	1	36	40	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21022	2	32	36	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21022	3	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21022	4	13	17	 	1	7	7	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	10	1	 	 	8	N
21023	0	15	19	 	1	0	0	1	1	 	21	21	3	0	0	2	1	1	14	1	0	 	 	 	 	 	 	N
21023	1	35	39	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21023	2	32	36	 	2	1	1	 	1	 	 	21	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
21023	3	14	18	 	2	7	7	 	1	 	 	21	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
21023	28	11	15	 	1	7	7	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	10	1	 	 	3	N
21024	0	15	19	 	2	0	0	0	1	 	21	21	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	N
21024	1	39	43	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21024	2	35	39	 	2	1	1	 	1	 	 	21	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
21024	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21024	4	17	21	 	1	7	7	 	1	 	 	21	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	N
21025	0	15	19	 	1	0	0	0	1	 	21	21	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
21025	1	33	37	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21025	2	30	34	 	2	1	1	 	1	 	 	21	2	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
21025	3	14	18	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21026	0	14	18	 	1	0	0	1	1	 	22	22	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
21026	1	37	41	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21026	2	34	38	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
21026	3	13	17	 	1	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	8	1	 	 	3	N
21026	5	 	65	 	1	6	6	 	3	2007	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21026	28	9	13	 	1	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	6	1	 	 	3	N
21027	0	14	18	 	2	0	0	0	1	 	22	22	3	0	0	4	3	1	12	1	1	 	 	 	 	 	 	N
21027	1	 	65	 	1	6	6	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21027	2	 	60	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21027	3	34	38	 	1	1	1	 	1	 	 	22	1	1	0	98	98	1	16	0	0	 	 	 	 	 	 	N
21027	4	31	35	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
21027	5	 	25	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21027	6	13	17	 	1	7	7	 	1	 	 	22	3	0	0	4	3	 	 	 	 	1	9	1	 	 	1	N
21028	0	15	19	 	2	0	0	1	1	 	22	22	3	0	0	3	28	1	12	1	0	 	 	 	 	 	 	N
21028	1	57	61	 	2	5	5	 	1	 	 	22	5	3	0	98	98	1	7	0	0	 	 	 	 	 	 	N
21028	2	35	39	 	1	1	1	 	1	 	 	22	6	1	0	98	98	1	12	0	0	 	 	 	 	 	 	N
21028	3	29	33	 	2	1	1	 	1	 	 	22	2	1	0	1	98	1	10	0	0	 	 	 	 	 	 	N
21028	28	11	15	 	1	7	7	 	1	 	 	22	3	0	0	3	2	 	 	 	 	1	10	1	 	 	1	N
21029	0	14	18	 	2	0	0	1	1	 	22	22	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
21029	1	35	39	 	1	1	1	 	1	 	 	22	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21029	2	30	34	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21029	3	16	20	 	1	7	7	 	1	 	 	22	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
21030	0	15	19	 	1	0	0	1	1	 	22	22	3	0	0	3	2	1	12	1	1	 	 	 	 	 	 	N
21030	1	77	81	 	1	5	5	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21030	2	37	41	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21030	3	35	39	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21030	4	13	17	 	1	7	7	 	1	 	 	22	3	0	0	3	2	 	 	 	 	1	8	0	8	14	 	N
21030	5	65	69	 	2	5	5	 	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21031	0	14	18	 	2	0	0	1	1	 	22	22	3	0	0	2	1	1	5	0	0	 	 	 	 	 	 	N
21031	1	44	48	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21031	2	39	43	 	2	1	1	 	1	 	 	22	2	1	0	98	98	1	2	0	0	 	 	 	 	 	 	N
21031	3	22	26	 	1	7	7	 	1	 	 	22	3	1	0	2	1	1	5	0	0	 	 	 	 	 	 	N
21031	4	17	21	 	1	7	7	 	1	 	 	22	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
21031	6	48	52	 	1	3	24	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21031	7	43	47	 	2	3	24	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21031	28	11	15	 	2	7	7	 	1	 	 	22	3	0	0	2	1	 	 	 	 	1	8	0	8	13	 	N
21031	29	 	23	 	2	 	16	 	1	 	 	22	4	1	0	98	98	1	10	0	0	 	 	 	 	 	 	N
21032	0	15	19	 	1	0	0	1	1	 	22	22	3	0	0	2	1	1	6	0	0	 	 	 	 	 	 	N
21032	1	42	46	 	1	1	1	 	1	 	 	22	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21032	2	39	43	 	2	1	1	 	1	 	 	22	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
21032	3	19	23	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21032	5	 	60	 	2	6	6	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21032	28	11	15	 	1	7	7	 	1	 	 	22	3	0	0	98	98	 	 	 	 	1	7	0	20	11	 	N
21033	0	15	19	 	2	0	0	1	1	 	22	22	2	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
21033	1	42	46	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21033	2	37	41	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21033	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21033	4	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
21033	5	14	18	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21033	6	 	22	 	1	 	25	 	1	 	 	22	1	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
21033	7	 	4	 	1	 	27	 	1	 	 	22	3	0	0	0	6	 	 	 	 	 	 	 	 	 	 	N
21034	0	15	19	 	2	0	0	0	1	 	22	22	2	1	0	98	98	1	4	0	0	 	 	 	 	 	 	N
