CHILDID	LOANID	GAVCRDR3	TKEOUTR3	AMTCRDR3	LOANMTR3	LNOLSTR3	PYBACKR3	AMTPAYR3	MTLASTR3	YRLASTR3	NOBACKR3	WHORCVR3	loanyrr3
ET020013	1	5	19	1000	3	12	0	1000	3	1998	88	2	1997
ET020011	1	8	6	125	11	2	0	125	1	2002	88	2	2001
ET020005	1	7	2	1500	11	18	1	1375	6	 	11	3	2000
ET020004	1	7	10	4500	10	77	1	765	1	2002	12	2	2001
ET020002	1	8	7	1000	9	12	0	1000	3	2001	88	1	2000
ET010099	1	8	11	60000	1	77	1	27000	10	2001	1	2	2001
ET010098	1	10	15	240	3	77	0	240	5	2001	88	1	2001
ET010098	2	10	15	240	4	77	1	0	88	 	88	1	2002
ET010095	1	8	10	700	6	77	0	700	2	2001	88	1	2000
ET010094	1	8	7	900	12	77	0	900	1	2002	88	2	2001
ET010094	2	8	15	1100	13	77	1	1100	88	 	88	2	2001
ET010090	1	7	19	5000	12	24	1	2300	4	2002	6	8	2000
ET010089	1	10	3	200	10	6	0	200	4	2002	88	1	2001
ET010087	1	10	13	500	12	77	0	500	4	2002	88	2	2001
ET010087	2	10	7	300	1	77	0	300	2	2001	88	2	2001
ET010086	1	7	19	2000	3	24	0	2700	1	1999	88	1	1997
ET010086	2	10	19	4000	3	2	0	4000	5	1999	88	1	1999
ET010086	3	10	19	20000	4	3	0	20000	7	2000	88	1	2000
ET010086	4	10	19	21000	5	7	0	21000	12	2001	88	1	2001
ET010085	1	10	6	300	7	77	0	300	2	2001	88	1	2000
ET010084	1	8	19	500	4	77	0	500	7	2001	88	1	2001
ET010084	2	10	6	150	5	1	0	150	5	2001	88	3	2001
ET010084	3	10	6	50	3	1	0	50	3	2000	88	3	2000
ET010083	1	2	3	1600	6	12	0	1600	3	2001	88	2	2000
ET010083	2	2	2	800	6	12	1	0	88	 	88	2	2001
ET010083	3	5	3	10000	10	36	1	6900	3	2002	88	2	2000
ET010082	1	8	8	1300	10	77	1	0	88	 	88	2	1999
ET010081	1	10	3	1500	3	77	1	1100	11	2001	88	3	2001
ET010081	2	10	2	200	1	1	0	200	2	2002	88	3	2002
ET010081	3	10	2	1000	4	77	0	1000	8	2000	88	2	2000
ET010079	1	10	10	1245	3	77	1	0	88	 	88	2	2002
ET010079	2	10	2	1200	4	77	1	0	88	 	88	2	2001
ET010079	3	10	15	1500	1	77	1	0	88	 	88	2	2001
ET010077	1	7	4	5000	2	16	1	600	4	2002	88	2	2002
ET010076	1	10	8	1000	4	77	1	0	88	 	11	2	2002
ET010076	2	10	7	700	3	77	1	0	88	 	11	2	2002
ET010074	1	8	7	90	12	77	1	50	3	2002	88	5	2001
ET010074	2	10	17	100	4	77	0	100	4	2001	88	5	1999
ET010071	1	10	10	200	11	77	0	200	1	2001	88	3	2000
ET010070	1	7	19	1000	5	24	1	550	5	2002	88	1	2001
ET010070	2	10	2	250	2	77	0	250	3	2001	88	1	2001
ET010068	1	10	2	1200	3	77	1	0	88	 	88	3	2001
ET010067	1	7	8	1500	4	12	1	1900	10	2001	11	1	1999
ET010064	1	10	15	150	12	8	1	0	88	 	11	1	1999
ET010062	1	7	18	9200	7	24	1	5440	2	2002	88	2	2000
ET010062	2	10	15	3000	12	1	1	0	88	 	11	2	2001
ET010062	3	8	18	2000	3	77	1	0	88	 	88	2	2001
ET010061	1	8	10	8000	1	12	0	8000	1	1999	88	2	1998
ET010059	1	10	10	3000	8	2	1	0	88	 	11	1	2000
ET010057	1	8	8	3000	12	77	1	0	88	 	88	1	1999
ET010057	2	8	8	3000	2	77	1	0	88	 	88	1	2000
ET010056	1	2	1	500	11	10	0	500	8	2001	88	8	2000
ET010056	2	2	1	400	11	10	0	400	5	2002	88	8	2001
ET010056	3	10	7	200	5	77	0	200	8	2001	88	8	2001
ET010054	1	7	3	2000	7	24	0	2887.44	3	2000	88	2	1998
ET010053	1	10	7	200	1	1	1	0	88	 	12	5	2002
ET010053	2	10	3	80	2	77	1	0	88	 	88	5	2002
ET010052	1	8	7	1400	11	1	1	0	88	 	12	2	1997
ET010052	2	8	15	270	8	77	1	0	88	 	12	2	1999
ET010051	1	8	10	600	4	77	0	600	10	1999	88	2	1999
ET010050	1	7	3	1700	3	24	0	2200	1	2001	88	2	1999
ET010050	2	7	3	500	5	12	0	750	4	2001	88	2	2000
ET010048	1	2	1	800	10	4	1	88	88	 	6	1	2001
ET010046	1	8	6	400	5	77	1	0	88	 	88	2	2001
ET010044	1	7	19	3000	4	24	1	1000	11	2001	6	2	2000
ET010043	1	10	2	300	3	77	1	200	4	2002	88	2	2002
ET010041	1	8	5	3000	1	36	1	1000	10	2001	88	2	2001
ET010041	2	5	2	500	3	10	0	500	9	2000	88	2	2000
ET010040	1	8	2	500	3	77	1	0	88	 	88	1	2002
ET010038	1	10	15	200	2	77	1	0	88	 	88	2	2002
ET010038	2	7	4	1000	12	18	1	0	88	 	88	2	2001
ET010037	1	5	16	600	12	3	0	600	3	1998	88	2	1997
ET010037	2	5	16	300	4	3	0	300	7	1998	88	2	1998
ET010036	1	8	6	600	11	77	1	600	88	 	88	2	2001
ET010036	2	8	15	200	11	77	1	200	88	 	88	2	2001
ET010032	1	8	2	500	1	77	1	0	88	 	11	3	1998
ET010032	2	8	3	300	6	77	1	0	88	 	11	3	1997
ET010031	1	10	2	500	12	77	0	500	8	2001	88	2	2000
ET010031	2	10	2	518	1	77	1	0	88	 	88	2	2002
ET010028	1	7	4	3000	8	12	1	2000	8	2001	6	2	2000
ET010026	1	7	13	5000	11	24	1	1180	4	2002	88	1	2001
ET010026	2	2	13	1600	12	12	1	670	4	2002	88	1	2001
ET010025	1	8	2	500	1	77	1	100	3	2002	88	2	2002
ET010025	2	8	8	1000	4	77	1	0	88	 	88	2	1999
ET010023	1	7	7	2000	11	24	1	260	4	2002	88	3	2001
ET010020	1	10	15	500	1	77	1	0	88	 	88	6	2002
ET010020	2	10	2	180	4	77	1	80	10	2001	88	6	2000
ET010017	1	8	2	2000	7	24	1	0	88	 	88	4	2001
ET010015	1	7	4	1000	3	18	0	1300	10	2001	88	2	2000
ET010014	1	10	19	1000	10	1	0	1000	10	2001	88	2	2001
ET010012	1	10	2	100	4	77	1	0	88	 	88	2	1998
ET010012	2	10	2	300	1	77	1	0	88	 	88	2	2002
ET010011	1	10	3	250	11	3	0	250	2	2000	88	2	1999
ET010011	2	10	4	100	3	1	1	0	88	 	88	2	2002
ET010010	1	10	6	50	1	1	0	50	2	2001	88	2	2001
ET010010	2	10	2	100	4	2	0	100	6	2001	88	1	2001
ET010009	1	8	8	1000	10	88	1	0	88	 	88	3	1998
ET010008	1	10	3	1000	2	77	1	0	88	 	88	1	2002
ET010008	2	10	7	2000	4	12	1	1500	12	2001	6	1	2000
ET010005	1	10	7	30	3	77	1	0	88	 	88	2	2002
ET010005	2	10	15	200	1	77	1	0	88	 	88	2	2002
ET010004	1	10	10	3000	6	12	1	0	88	 	11	2	2000
ET010004	2	10	10	2000	7	12	1	300	10	2001	88	3	2001
ET010002	1	7	10	2000	2	18	1	320	4	2002	88	2	2002
ET010002	2	7	13	3000	11	18	0	3370	5	2001	88	2	1999
ET010001	1	10	6	200	5	77	0	200	6	2001	88	3	2001
ET010001	2	7	3	5000	6	24	0	6750	9	2000	88	3	2000
